title,glass,garnish,recipe,ingredients
Pink Eye Zombie Fly Guy,Tiki mug or collins,"Add anything on top that looks like a fly. Black sugar, a chocolate covered coffee bean, anything!","Shake all ingredients with crushed ice - you have to be quick before the crushed ice melts, so consider putting the ice in at the end. Pour it all into a tiki glass, and add more crushed ice to fill the glass above the top.","[['4.5 cl', 'Havana Club Anejo Blanco Rum'], ['4.5 cl', 'Jamaican aged blended rum'], ['3 cl', 'Overproof aged rum'], ['1.5 cl', ""John D. Taylor's Velvet Falernum Liqueur""], ['1.5 cl', 'Cherry Heering cherry brandy liqueur'], ['6 drop', 'Lucid Absinthe Superieure'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Giffard Grenadine syrup'], ['1 dash', 'Angostura Aromatic Bitters']]"
Matt Gleeson's Jungle Bird,Old-fashioned glass,Pineapple wedge (ideally cut to resemble a bird's plumage) & Luxardo Maraschino cherry,SHAKE all ingredients with ice and strain into glass filled with crushed ice.,"[['4.5 cl', 'Dark/black/blackstrap rum'], ['4.5 cl', 'Pineapple juice (fresh pressed)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['2.25 cl', 'Campari Bitter liqueur'], ['0.75 cl', 'St. Elizabeth Allspice Dram Liqueur'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]"
ChrisnJo's Cosmopolitan Cocktail,Martini glass,Orange zest twist (flamed),SHAKE all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Cranberry juice (sweetened)'], ['3 cl', 'Ketel One Botanical Peach & Orange Blossom'], ['2 cl', 'Grand Marnier liqueur'], ['2 cl', 'Lime juice (freshly squeezed)'], ['3 cl', 'Absolut Apeach vodka']]"
The Straggler,Martini glass,Just two maraschino cherries on a skewer.,Stir all the ingrediends in a mixing glass and pour it into chilled martini glass.,"[['3 cl', 'Cointreau triple sec liqueur'], ['2 cl', 'Kahlúa coffee liqueur'], ['1 cl', 'Laphroaig 10 Year Old Islay Single Malt Scotch Whisky'], ['4 dash', 'Fee Brothers Aztec Chocolate bitters']]"
Purple Crush,Flute glass,Fresh thyme twig and lemon twist.,Shake all the ingrediends and fine strain your mixture into chilled champagne flute. Top with spumante and give it a gentle stir.,"[['4 cl', 'Bombay Sapphire Gin'], ['2 cl', 'Giffard Crème de Violette liqueur'], ['2 cl', 'Lemon juice (freshly squeezed)'], ['2 dash', 'Fee Brothers Plum bitters'], ['Top up with', 'Prosecco sparkling wine']]"
Hastings 66,Coupe glass,Twist of orange and a maraschino cherry.,Combine ingredients and shake for 20 seconds. Pour into chilled coupe glass.,"[['3 cl', 'Cognac'], ['1.5 cl', 'Beefeater London Dry Gin'], ['1.5 cl', 'Grand Marnier or other cognac orange liqueur'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Orange juice (freshly squeezed)'], ['0.75 cl', 'Grenadine/pomegranate syrup (2:1)'], ['2 dash', 'Orange Bitters by Angostura']]"
Thanksgiving Aftershow,Old-fashioned glass,Lemon zests,"Take the pulp of 1-2 apples, add a cinnamon bar, ingwer and a pice of lemon and put the liquid ingredients in it. Let it rest for a few hours. Then pour it through a fine sieve into the glass.","[['6 cl', 'Connemara Single Malt Irish Whiskey'], ['3 cl', 'Santa Fe Apple Brandy'], ['1 cl', 'Ginger liqueur'], ['1 cl', 'Honey syrup (3 honey to 1 water)']]"
Flannel,Old-fashioned glass,Orange zest twist,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['4.5 cl', 'Rémy Martin 1738 Cognac'], ['1.25 cl', 'Pimento dram liqueur'], ['1.25 cl', 'Apple sugar syrup'], ['1.5 cl', 'Orange juice (freshly squeezed)']]"
Waterlily,Coupe glass,Orange zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['2.25 cl', 'Rutte Dry Gin'], ['2.25 cl', 'De Kuyper Triple Sec (40%)'], ['1.5 cl', 'Crème de violette liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 cl', 'Chilled water (omit if using wet ice)']]"
Queen Elizabeth,Coupe glass,Lime zest twist,SHAKE all ingredients and fine strain into chilled glass.,"[['4.5 cl', 'Martini Extra Dry vermouth'], ['3 cl', 'Bénédictine D.O.M.'], ['1.5 cl', 'Lime juice (freshly squeezed)']]"
You're Not My Real Trinidad,Tiki mug or collins,Dust with freshly grated nutmeg & garnish with a mint sprigs bouquet,SHAKE all ingredients with ice and strain into glass filled with crushed ice.,"[['4.5 cl', 'Angostura Aromatic Bitters'], ['1.5 cl', 'Pedro Ximénez sherry'], ['4.5 cl', ""Cream of coconut (e.g. Coco Lopez, Re'al etc.)""], ['6 cl', 'Pineapple juice (fresh pressed)'], ['3 cl', 'Lime juice (freshly squeezed)']]"
Toffee Negroni,Old-fashioned glass,Orange zest twist,STIR all ingredients with ice and strain into ice-filled glass.,"[['3 cl', 'Havana Club 7yo rum'], ['3 cl', 'Amontillado sherry'], ['3 cl', 'Bittersweet orange-red aperitivo']]"
Old Barrel,Old-fashioned glass,Lemon zest twist,STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,"[['3 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['1.5 cl', 'Bénédictine D.O.M.'], ['1.5 cl', 'Amontillado sherry'], ['2 dash', 'Angostura Aromatic Bitters']]"
Jonathan's Vermouth Cocktail,Nick & Nora glass,Lemon zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Noilly Prat dry vermouth'], ['0.25 cl', 'Luxardo Maraschino liqueur'], ['0.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['4 dash', ""Peychaud's Barrel-Aged Cocktail Bitters""], ['2 drop', 'Saline solution 4:1 (20g sea salt to 80g water)']]"
Consigliere,Rocks glass,Maraschino cherry wrapped with orange zest.,Stir all the ingrediends in a mixing glass and pour into rock glass filled with ice. Top with chino and give it a gentle stir.,"[['3 cl', 'Sexton Single Malt Irish whiskey'], ['1 cl', 'Italicus liqueur'], ['1 cl', 'Cynar Ricetta Originale Artichoke Amaro Liqueur'], ['1 cl', 'Luxardo Maraschino liqueur'], ['5 drop', 'Fernet Branca digestive bitter liqueur'], ['Top up with', 'Chinotto']]"
Texas Triple Step,Rocks glass,Small lime wedge on lip of glass,Add ingredients to a rock glass and stir.,"[['9 cl', ""Tito's Handmade Vodka""], ['2.25 cl', 'Disaronno amaretto'], ['2.25 cl', 'Cointreau triple sec liqueur'], ['3 cl', 'Lime juice (freshly squeezed)']]"
Chambuca,Flute glass,None,"Pour the Black Sambuca into the glass (saucer is best), then simply top up with the champagne.","[['2.5 cl', 'Black sambuca liqueur'], ['15 cl', 'Brut Champagne']]"
Christmas Cracker,Old-fashioned glass,Chocolate orange slice,"Pour in all ingredients with ice, then stir.","[['2.5 cl', 'Grand Marnier liqueur'], ['2.5 cl', 'Cinnamon whisk(e)y'], ['5 cl', 'Baileys Chocolate Luxe Liqueur']]"
Fall From The Tree,Coupe glass,Float (dehydrated) apple slice,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['5 cl', 'Avallen Calvados'], ['3 cl', 'Apple juice'], ['0.75 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Cinnamon sugar syrup'], ['1 dash', 'Angostura Aromatic Bitters']]"
Bonnet's Revenge,Coupe glass,"Spray the essential oils of an orange twist and then shape it into a disc. Place it on top of the cocktail, floating.","Stir all the ingredients in a mixing glass over ice, pour in a chilled coupe glass","[['4 cl', 'The Balvenie 14 Year Old Caribbean Cask Speyside single malt whisky'], ['1 cl', 'Goslings Black Seal rum'], ['2 cl', 'Amontillado sherry'], ['2.5 cl', 'Orange & lemon shrub']]"
Sâmia's Almond Old Fashioned (blended scotch based),Old-fashioned glass,Orange twist and cherry,STIR all ingredients with ice and strain into ice-filled glass.,"[['0.5 cl', 'Demerara / dark Muscovado sugar syrup (2 sugar to 1 water)'], ['6 cl', 'Cutty Sark Original (Yellow Label) Blended Scotch Whisky'], ['2 dash', 'Angostura or other aromatic bitters'], ['1.5 cl', 'Disaronno amaretto']]"
Guilherme's Poet's Dream,Coupe glass,Lemon zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['3 cl', 'Dry vermouth'], ['2 dash', 'Orange bitters'], ['1 cl', 'Chilled water'], ['6 cl', 'Beefeater London Dry Gin']]"
Downhill Daring,Coupe glass,Orange zest twist,STIR all ingredients with ice and fine strain into chilled glass.,"[['4.5 cl', 'Punt E Mes or other full-bodied vermouth'], ['3 cl', 'Bourbon whiskey'], ['1.5 cl', 'Americano Bianco'], ['0.75 cl', 'Bénédictine D.O.M.'], ['2 dash', 'Angostura Aromatic Bitters'], ['2 dash', 'Orange Bitters by Angostura']]"
Amaroni,Old-fashioned glass,Orange zest twist,POUR all ingredients into chilled ice-filled glass and briefly stir.,"[['3 cl', 'Rutte Dry Gin'], ['2.5 cl', 'Angostura di Amaro'], ['2 cl', 'Martini Rosso sweet vermouth']]"
Apple Butter Old Fashioned,Double old-fashioned,Cinnamon and thinly sliced apples,"1. If desired, rim your glass with coarse sugar. (or a cinnamon-sugar blend, or brown sugar!)
2. In a cocktail shaker, combine the apple cider, lemon juice, orange bitters, apple butter, and bourbon. Shake to combine.
3. Strain into your prepared glass filled with ice.
If desired top with ginger beer.
4. Garnish with cinnamon and thinly sliced apples.","[['6 cl', 'Bourbon whiskey'], ['6 cl', 'Medium dry apple cider'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1 dash', 'Orange Bitters by Angostura'], ['1 spoon', 'Apple butter']]"
Fire & Flowers,Coupe glass,A twist of lime.,"Combine ingredients in a mixing glass, stir for 20-30 seconds and then strain into your glass.","[['4.5 cl', 'Rye whiskey (90 proof / 45% alc./vol.)'], ['4.5 cl', 'Mezcal'], ['1.5 cl', 'Crème de violette liqueur'], ['2 dash', 'Cherry bitters']]"
Caribbean Manhattan,Coupe glass,1 or 2 Maraschino Cherries,"Add rum, sweet vermouth, and bitters to a mixing glass or shaker, filled with ice. Stir for at least 30 seconds to cool drink. Strain in to coupe, straight up, or with a single, large ice cube. Garnish with Maraschino cherry.","[['6 cl', 'The Kraken Black Spiced Rum (40%)'], ['3 cl', 'Dolin Rouge Vermouth de Chambery'], ['2 dash', 'Fee Brothers Old Fashion bitters'], ['1 whole', 'Syrup from Luxardo Maraschino Cherries']]"
Andy's Penicillin cocktail,Old-fashioned glass,Candied ginger,"SHAKE all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).

Serve with a sprits of Laphroaig.","[['4.5 cl', 'Blended Scotch whisky'], ['1 cl', 'Islay single malt (peated) Scotch whisky'], ['1.5 cl', 'Honey syrup (3 honey to 1 water)'], ['2 cl', ""King's Ginger liqueur""], ['2 cl', 'Egg white'], ['3 cl', 'Lemon juice (freshly squeezed)']]"
CHRIS's Pineapple Daiquiri (Difford's recipe),Coupe glass,Pineapple wedge on rim,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['3 cl', 'Havana Club 3 Year Old rum'], ['1.5 cl', 'Pineapple flavoured vodka'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['2 cl', 'Orange juice (freshly squeezed)'], ['1.5 cl', 'Demerara / dark Muscovado sugar syrup (2 sugar to 1 water)'], ['1 dash', 'Absinthe verte'], ['3 cl', ""Plantation Stiggins' Fancy Pineapple Rum""]]"
Bob's Dutch Mule,Collins glass,Mint sprig & lime wedge,SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with ginger beer.,"[['4.5 cl', 'Vodka'], ['2.25 cl', 'Lime juice (freshly squeezed)'], ['3 dash', 'Angostura or other aromatic bitters'], ['9 cl', 'Ginger beer'], ['1.5 cl', 'Jonge genever'], ['2 drop', 'Hot pepper sauce (red)']]"
Sirone summer breeze,Collins glass,garnish with two amarene under syrup.,Put some ice cubes in the glass. Dose all the ingredients and mix them.,"[['3 cl', 'Lime juice (freshly squeezed)'], ['4 cl', 'Carbonated/Sparkling/Selzer mineral water'], ['3 cl', 'Disaronno amaretto'], ['1⁄2 spoon', 'Fabbri Amarena Mixybar cherry syrup']]"
Joshua's Irresistible,Coupe glass,Lemon zest twist,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['1.5 cl', 'Rosso/rouge (sweet) vermouth'], ['0.75 cl', 'Bénédictine D.O.M. liqueur'], ['0.75 cl', 'Lemon juice (freshly squeezed)'], ['4.5 cl', 'Bourbon whiskey'], ['2 dash', 'Angostura Aromatic Bitters']]"
Procarstinare,Old-fashioned glass,"Orange peel, a sprig of rosemary and one maraschino cherry",Shake and Strain all ingredients,"[['1.5 cl', 'H. Theoria Procrastination Liqueur'], ['5 cl', 'Bacardi Carta Blanca light rum'], ['1.5 cl', 'Maraschino liqueur'], ['1.5 cl', 'Passion fruit puree'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['2 dash', 'Orange bitters']]"
Patrick's Harvest Cocktail,Nick & Nora glass,Amarena cherry,STIR all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Averna amaro'], ['2 dash', 'Angostura Aromatic Bitters'], ['4.5 cl', ""Calvados Boulard VSOP Pays d'Auge""]]"
Patrick's The Beauty Beneath,Coupe glass,Orange zest twist,STIR all ingredients with ice and strain into a chilled glass.,"[['5.25 cl', 'Caribbean blended rum aged 6-10 years'], ['1.5 cl', 'Rosso/rouge (sweet) vermouth'], ['1.5 cl', 'Italian red bitter liqueur'], ['1.5 cl', 'Triple sec liqueur (40%)'], ['1 dash', 'Angostura or other aromatic bitters']]"
Improved Difford's Fruit Cup No.1 (gin based & Pimm's Cup-like),Collins glass,"Lemon, orange & strawberry slices, mint sprig & borage in drink",POUR all ingredients into glass. Half fill glass with ice. Add a citrus slice and a couple of mint leaves from garnish before filling to brim with ice. Finish with rest of garnish.,"[['2.5 cl', 'Gin'], ['2.5 cl', 'Orange Curaçao liqueur'], ['2.5 cl', 'Rosso/rouge (sweet) vermouth'], ['2 dash', 'Angostura or other aromatic bitters'], ['5 cl', 'Ginger ale'], ['5 cl', 'Cola (e.g. Coca Cola & Pepsi Cola)'], ['2 dash', 'Celery bitters']]"
Widow's Kiss (variation),Nick & Nora glass,No garnish,STIR all ingredients with ice and strain into chilled glass.,"[['6 cl', 'Calvados & straight applejacks'], ['0.75 cl', 'Bénédictine D.O.M.'], ['0.75 cl', 'Yellow (Jaune) Chartreuse liqueur'], ['2 dash', 'Angostura Aromatic Bitters']]"
Ralph's Calmondin Daiquiri (on-the-rocks),Old-fashioned glass,Calmondin & Luxardo Maraschino cherry,"Muddle 3 calmondins, each cut in half, in shaker. SHAKE all ingredients with ice and fine strain into ice-filled glass.","[['6 cl', 'White/gold 1-3 year old mellow light rum'], ['1.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['4 drop', 'Daiquiri bitters']]"
Pineapple Old Fashioned,Old-fashioned glass,Garnish with a dehydrated pineapple crisp (best ones are Dardimans California Crispy Pineapple Slices).,Pour all ingredients into a mixing glass filled with ice and stir. Fine strain into the glass.,"[['4.5 cl', ""Plantation Stiggins' Fancy Pineapple Rum""], ['2 cl', 'Le Sirop de Monin Ananas Pineapple Syrup'], ['1 cl', 'Chilled water'], ['1 dash (4 drops)', 'Fee Brothers Grapefruit Bitters']]"
French Gimlet,Coupe glass,Thyme sprig or lime wedge,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['6 cl', 'Gin'], ['3 cl', 'St-Germain elderflower liqueur'], ['3 cl', 'Lime juice (freshly squeezed)'], ['2 dash', 'Orange bitters']]"
Mezcal Martinez,Martini glass,Twist of orange peel.,"Add all ingredients to a mixing glass, stir for 20-30 seconds and then strain into your glass.","[['6 cl', 'Mezcal'], ['1.5 cl', 'Carpano Antica Formula Vermouth'], ['1.5 cl', 'Cynar Ricetta Originale Artichoke Amaro Liqueur'], ['0.75 cl', 'Luxardo Maraschino liqueur'], ['1 dash', 'Fee Brothers Aztec Chocolate bitters']]"
John's Jungle Bird,Old-fashioned glass,Pineapple wedge (ideally cut to resemble a bird's plumage) & Luxardo Maraschino cherry,SHAKE all ingredients with ice and strain into glass filled with crushed ice.,"[['4.5 cl', 'Dark/black/blackstrap rum'], ['1.5 cl', 'Italian red bitter liqueur'], ['4.5 cl', 'Pineapple juice (fresh pressed)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.25 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]"
Frisky Witch,Double old-fashioned,orange peel (optional),Add all ingredients to your favorite shaker along with plenty of ice. Shake until well chilled and strain into an old-fashioned glass.,"[['4.5 cl', 'Bourbon whiskey'], ['3 cl', 'Aperol Aperitivo'], ['1.5 cl', 'Liquore Strega'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['2.25 cl', 'Honey syrup (3 honey to 1 water)'], ['2 dash', 'Orange bitters']]"
Joshua's The Saint,Coupe glass,Lemon twist,SHAKE all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Bourbon whiskey'], ['0.75 cl', 'Ginger sugar syrup'], ['1.5 cl', 'Lillet Blanc (or other aromatized wine)'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Apple Cider vinegar']]"
American Trilogy,Old-fashioned glass,Fat & long orange zest twist,STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,"[['2.5 cl', 'Applejack brandy Bottled-in-Bond (50% alc./vol)'], ['2.5 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['0.75 cl', 'Demerara / dark Muscovado sugar syrup (2 sugar to 1 water)'], ['2 dash', 'Orange Bitters by Angostura']]"
Pinga com Mel,Shot glass,None,SHAKE all ingredients with ice and fine strain into chilled glass.,"[['2.5 cl', 'Novo Fogo Silver cachaça'], ['1.25 cl', 'Lime juice (freshly squeezed)'], ['0.75 cl', 'Honey syrup (3 honey to 1 water)']]"
Red Light,Coupe glass,Orange zest twist,STIR all ingredients with ice and strain into chilled glass.,"[['3.75 cl', 'Rutte Old Simon Genever'], ['4.5 cl', 'Grand Marnier or other cognac orange liqueur'], ['1 cl', 'Underberg']]"
Bourbon Peach Tea,Double old-fashioned,Lemon zest twist,STIR all ingredients with ice and strain into ice-filled glass.,"[['3 cl', 'Bourbon whiskey'], ['3 cl', 'Peachtree peach schnapps'], ['1.5 cl', 'De Kuyper Triple Sec (40%)'], ['4.5 cl', 'Brewed cold black breakfast tea']]"
Blackberry Mint Margarita Julep,Julep tin,Blackberry & mint sprig bouquet. Serve with straws,"MUDDLE blackberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into cup/glass filled with crushed ice.","[['5 fresh', 'Blackberries'], ['6 cl', 'Patrón Reposado tequila'], ['3 cl', 'Lime juice (freshly squeezed)'], ['2 cl', 'Honey syrup (3 honey to 1 water)'], ['8 fresh', 'Mint leaves']]"
Sunset 'Martini',Coupe glass,Half strawberry on rim + shot glass of prosecco on the side,"MUDDLE strawberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.","[['3 fresh', 'Small ripe strawberries (hulled)'], ['5 cl', 'Passion fruit vodka'], ['1.5 cl', 'Passion fruit puree'], ['1.5 cl', 'Vanilla sugar syrup']]"
Pink Witch,Collins glass,Pink grapefruit wedge,SHAKE all ingredients with ice and strain into ice-filled glass.,"[['2.5 cl', 'Rutte Dry Gin'], ['2.5 cl', 'Liquore Strega'], ['10 cl', 'Grapefruit juice (pink)']]"
Espresso Rumtini,Coupe glass,Lemon zest twist (discarded) & float 3 coffee beans on surface of drink,SHAKE all ingredients with ice and strain into chilled glass.,"[['4.5 cl', 'Havana Club 3 Year Old rum'], ['3 cl', 'Espresso coffee (freshly made & hot)'], ['2 cl', 'Coffee liqueur'], ['2 dash', ""Difford's Saline Solution (or ½ pinch salt)""]]"
